5.550000000000000000e+02,1.297000000000000000e+03,1.197000000000000000e+03,1.009000000000000000e+03,8.080000000000000000e+02,6.770000000000000000e+02
5.400000000000000000e+02,5.400000000000000000e+02,5.400000000000000000e+02,5.400000000000000000e+02,4.820000000000000000e+02,5.400000000000000000e+02
3.700000000000000000e+01,2.220000000000000000e+02,3.700000000000000000e+01,3.700000000000000000e+01,3.700000000000000000e+01,3.700000000000000000e+01
2.600000000000000000e+01,2.600000000000000000e+01,1.970000000000000000e+02,2.500000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01
9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,7.200000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.640000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.350000000000000000e+02

1.091000000000000000e+03,2.533000000000000000e+03,2.329000000000000000e+03,1.919000000000000000e+03,1.641000000000000000e+03,1.415000000000000000e+03
1.067000000000000000e+03,1.067000000000000000e+03,1.066000000000000000e+03,1.066000000000000000e+03,9.300000000000000000e+02,1.066000000000000000e+03
7.300000000000000000e+01,5.220000000000000000e+02,7.300000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
4.600000000000000000e+01,4.600000000000000000e+01,4.680000000000000000e+02,4.600000000000000000e+01,4.500000000000000000e+01,4.500000000000000000e+01
1.700000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,2.930000000000000000e+02,1.600000000000000000e+01,1.600000000000000000e+01
1.200000000000000000e+01,1.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.750000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.490000000000000000e+02

1.585000000000000000e+03,3.671000000000000000e+03,3.446000000000000000e+03,2.820000000000000000e+03,2.504000000000000000e+03,2.342000000000000000e+03
1.561000000000000000e+03,1.560000000000000000e+03,1.560000000000000000e+03,1.560000000000000000e+03,1.351000000000000000e+03,1.560000000000000000e+03
1.000000000000000000e+02,7.890000000000000000e+02,1.000000000000000000e+02,9.900000000000000000e+01,9.900000000000000000e+01,9.900000000000000000e+01
6.800000000000000000e+01,6.800000000000000000e+01,7.720000000000000000e+02,6.800000000000000000e+01,6.700000000000000000e+01,6.700000000000000000e+01
2.200000000000000000e+01,2.200000000000000000e+01,2.200000000000000000e+01,4.870000000000000000e+02,2.100000000000000000e+01,2.100000000000000000e+01
