3.667000000000000000e+03,3.681000000000000000e+03
9.350000000000000000e+02,9.600000000000000000e+02
2.570000000000000000e+02,2.890000000000000000e+02
7.100000000000000000e+01,8.900000000000000000e+01
1.900000000000000000e+01,3.100000000000000000e+01
6.000000000000000000e+00,7.000000000000000000e+00

7.407000000000000000e+03,7.473000000000000000e+03
1.921000000000000000e+03,1.897000000000000000e+03
4.860000000000000000e+02,4.900000000000000000e+02
1.160000000000000000e+02,1.260000000000000000e+02
2.900000000000000000e+01,4.600000000000000000e+01
1.200000000000000000e+01,9.000000000000000000e+00

1.116400000000000000e+04,1.125200000000000000e+04
2.863000000000000000e+03,2.803000000000000000e+03
7.250000000000000000e+02,7.210000000000000000e+02
1.710000000000000000e+02,1.900000000000000000e+02
4.100000000000000000e+01,6.000000000000000000e+01
1.300000000000000000e+01,9.000000000000000000e+00

1.483600000000000000e+04,1.490200000000000000e+04
3.825000000000000000e+03,3.806000000000000000e+03
9.860000000000000000e+02,9.730000000000000000e+02
2.500000000000000000e+02,2.650000000000000000e+02
5.900000000000000000e+01,8.100000000000000000e+01
1.900000000000000000e+01,1.000000000000000000e+01

1.850000000000000000e+04,1.860800000000000000e+04
4.813000000000000000e+03,4.790000000000000000e+03
1.249000000000000000e+03,1.202000000000000000e+03
3.090000000000000000e+02,3.390000000000000000e+02
7.500000000000000000e+01,9.300000000000000000e+01
2.100000000000000000e+01,1.300000000000000000e+01

2.211600000000000000e+04,2.230100000000000000e+04
5.764000000000000000e+03,5.773000000000000000e+03
1.515000000000000000e+03,1.493000000000000000e+03
3.940000000000000000e+02,4.100000000000000000e+02
9.500000000000000000e+01,1.110000000000000000e+02
2.200000000000000000e+01,1.800000000000000000e+01

2.584300000000000000e+04,2.602000000000000000e+04
6.772000000000000000e+03,6.720000000000000000e+03
1.756000000000000000e+03,1.718000000000000000e+03
4.510000000000000000e+02,4.600000000000000000e+02
1.060000000000000000e+02,1.220000000000000000e+02
2.400000000000000000e+01,2.000000000000000000e+01

2.949400000000000000e+04,2.966200000000000000e+04
7.721000000000000000e+03,7.729000000000000000e+03
2.020000000000000000e+03,2.000000000000000000e+03
5.320000000000000000e+02,5.330000000000000000e+02
1.290000000000000000e+02,1.430000000000000000e+02
2.700000000000000000e+01,2.200000000000000000e+01

3.321700000000000000e+04,3.330700000000000000e+04
8.667000000000000000e+03,8.750000000000000000e+03
2.269000000000000000e+03,2.290000000000000000e+03
6.000000000000000000e+02,5.860000000000000000e+02
1.330000000000000000e+02,1.440000000000000000e+02
2.700000000000000000e+01,2.200000000000000000e+01

3.688500000000000000e+04,3.699800000000000000e+04
9.641000000000000000e+03,9.720000000000000000e+03
2.530000000000000000e+03,2.562000000000000000e+03
6.750000000000000000e+02,6.400000000000000000e+02
1.490000000000000000e+02,1.590000000000000000e+02
2.800000000000000000e+01,2.500000000000000000e+01

4.065900000000000000e+04,4.071500000000000000e+04
1.057500000000000000e+04,1.063100000000000000e+04
2.778000000000000000e+03,2.797000000000000000e+03
7.420000000000000000e+02,7.150000000000000000e+02
1.690000000000000000e+02,1.750000000000000000e+02
3.000000000000000000e+01,2.600000000000000000e+01

4.432000000000000000e+04,4.441000000000000000e+04
1.158500000000000000e+04,1.159900000000000000e+04
3.035000000000000000e+03,3.038000000000000000e+03
8.110000000000000000e+02,7.840000000000000000e+02
1.850000000000000000e+02,1.860000000000000000e+02
3.100000000000000000e+01,2.800000000000000000e+01

4.812900000000000000e+04,4.804400000000000000e+04
1.255900000000000000e+04,1.257200000000000000e+04
3.276000000000000000e+03,3.277000000000000000e+03
8.740000000000000000e+02,8.270000000000000000e+02
1.960000000000000000e+02,1.970000000000000000e+02
3.300000000000000000e+01,2.800000000000000000e+01

5.182000000000000000e+04,5.170200000000000000e+04
1.352300000000000000e+04,1.356100000000000000e+04
3.549000000000000000e+03,3.540000000000000000e+03
9.320000000000000000e+02,8.860000000000000000e+02
2.110000000000000000e+02,2.220000000000000000e+02
3.700000000000000000e+01,2.900000000000000000e+01

5.550600000000000000e+04,5.538200000000000000e+04
1.449800000000000000e+04,1.448100000000000000e+04
3.807000000000000000e+03,3.804000000000000000e+03
1.008000000000000000e+03,9.750000000000000000e+02
2.380000000000000000e+02,2.400000000000000000e+02
4.000000000000000000e+01,3.300000000000000000e+01

5.919500000000000000e+04,5.906500000000000000e+04
1.550600000000000000e+04,1.544100000000000000e+04
4.058000000000000000e+03,4.048000000000000000e+03
